,MM_id,Brand,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory _Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price
899,M_899,APPLE,APPLE MacBook Pro MR932D/A-139693 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 256 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139693 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 256 GB SSD, Radeon Pro 555X, Space Grau",2457919,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 256 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 2 7 9 , -"
900,M_900,HP,HP 640 G3, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620, Silber,"HP 640 G3, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 620, Silber",2301929,0,Intel® Core ? i5-7200U processor (up to 3.10 GHz with Intel® Turbo Boost technology ...,Windows 10 Professional,39.62 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i5,32 GB,DVD Brenner,null,null,null,"1 3 7 9 , -"
901,M_901,APPLE,APPLE MacBook Pro MR9V2D/A-139629 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 1 TB SSD, IrisPlus Graphics 655, Silber,"APPLE MacBook Pro MR9V2D/A-139629 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 1 TB SSD, IrisPlus Graphics 655, Silber",2458221,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to ...,IrisPlus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 9 8 9 , -"
902,M_902,ASUS,ASUS VivoBook S15 (S530UA-BQ056T), Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® UHD Graphics 620, Silver Blue-Yellow,"ASUS VivoBook S15 (S530UA-BQ056T), Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® UHD Graphics 620, Silver Blue-Yellow",2469875,0,Intel® Core ? i5-8250U processor (up to 3.40 GHz with Intel® Turbo Boost technology ...,Windows® 10 Home Edition (64-bit),39.6 cm / 15.6 Zoll,1.920 × 1.080 Pixel,DDR4,Intel®,Core? i5,Intel®,nein,null,null,null,"7 4 9 , -"
903,M_903,APPLE,APPLE MacBook Air mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6012, Silber,"APPLE MacBook Air mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6012, Silber",2395006,0,2.2GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.2GHz),macOS Sierra,33.78 cm / 13.3 inches,2.2 GHz,LPDDR3,Hochglanz-Widescreendisplay,ja,Intel,ja,802.11 a/b/g/n/ac,ja,null,"1 7 7 9 , -"
904,M_904,APPLE,APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit internationaler englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Silber",2297838,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 9 9 , -"
905,M_905,APPLE,APPLE MacBook Pro MR932D/A-139812 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR932D/A-139812 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 32 GB RAM, 4 TB SSD, Radeon Pro 560X, Space Grau",2458509,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 4 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 4 7 9 , -"
906,M_906,APPLE,APPLE MacBook Air mit englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 128 GB SSD, HD Grafik 6018, Silber,"APPLE MacBook Air mit englischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 128 GB SSD, HD Grafik 6018, Silber",2394981,0,1.8GHz Intel Dual Core i5 processor (Turbo Boost up to 2.9GHz),macOS Sierra,33.78 cm / 13.3 inches,1.8 GHz,LPDDR3,Hochglanz-Widescreendisplay,ja,Intel,ja,802.11 a/b/g/n/ac,ja,null,"1 0 9 9 , -"
907,M_907,APPLE,APPLE MacBook Pro MR9R2D/A-139597 mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9R2D/A-139597 mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 2 TB SSD, Iris Plus Graphics 655, Space Grau",2458432,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"4 1 0 9 , -"
908,M_908,APPLE,APPLE MacBook Pro MR9V2D/A-139634 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, IrisPlus Graphics 655, Silber,"APPLE MacBook Pro MR9V2D/A-139634 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 512 GB SSD, IrisPlus Graphics 655, Silber",2458211,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to ...,IrisPlus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 8 4 9 , -"
909,M_909,APPLE,APPLE MacBook Pro MR9R2D/A-139610 mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9R2D/A-139610 mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 512 GB SSD, Iris Plus Graphics 655, Space Grau",2458406,0,2.7 GHz quad-core Intel Core i7 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 8 4 9 , -"
910,M_910,APPLE,APPLE MacBook Pro MR9R2D/A-139581 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 1 TB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9R2D/A-139581 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 1 TB SSD, Iris Plus Graphics 655, Space Grau",2458457,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 9 8 9 , -"
911,M_911,APPLE,APPLE MacBook Pro MR9Q2D/A-139424 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 1 TB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9Q2D/A-139424 mit internationaler Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 1 TB SSD, Iris Plus Graphics 655, Space Grau",2458733,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 9 8 9 , -"
912,M_912,APPLE,APPLE MacBook Pro MR932D/A-139778 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 256 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139778 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 32 GB RAM, 256 GB SSD, Radeon Pro 555X, Space Grau",2458458,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 256 GB",39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 7 5 9 , -"
913,M_913,ASUS,ASUS UX3430UN-GV063T, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 16 GB RAM, 256 GB SSD, GeForce MX150 (N17S-G1), Blau,"ASUS UX3430UN-GV063T, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 16 GB RAM, 256 GB SSD, GeForce MX150 (N17S-G1), Blau",2447912,0,Intel® Core ? i5-8250U processor (up to 3.40 GHz with Intel® Turbo Boost technology ...,"SSD, 256 GB",35.56 cm / 14 inches,1.920 x 1.080 Pixel,LPDDR3,Intel®,Core? i5,NVIDIA,"1x USB 2.0, 1x USB 3.0, 1x USB 3.1 Typ-C (Gen. 1), 1x Kopfhörer-/Mikrofon Kombianschluss, 1x Micro-HDMI, 1x USB 3.1-Typ-C (Gen. 1)",802.11ac,4.1,324 mm x 15.9 mm x 225 mm / 1.3 kg,"1 1 9 9 , -"
914,M_914,APPLE,APPLE MacBook Pro MR942D/A-140074 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140074 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 1 TB SSD, Radeon Pro 560X, Space Grau",2458041,0,"2,6 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,3 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3779,-"
915,M_915,APPLE,APPLE MacBook Pro MR9R2D/A-139558 mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 2 TB SSD, Iris Plus Graphics 655, Space Grau,"APPLE MacBook Pro MR9R2D/A-139558 mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 2 TB SSD, Iris Plus Graphics 655, Space Grau",2458785,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3 9 8 9 , -"
916,M_916,APPLE,APPLE MacBook Pro MR932D/A-139835 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139835 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 16 GB RAM, 1 TB SSD, Radeon Pro 555X, Space Grau",2458402,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 1 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 5 1 9 , -"
917,M_917,HP,HP 14-MA0307NG, Notebook mit 14 Zoll Display, Pentium Silver Prozessor, 4 GB RAM, 256 GB SSD, UHD Grafik 605, Silber,"HP 14-MA0307NG, Notebook mit 14 Zoll Display, Pentium Silver Prozessor, 4 GB RAM, 256 GB SSD, UHD Grafik 605, Silber",2445490,0,"Intel® Pentium® Silver N5000 processor (up to 2.70 GHz, 4 MB Intel® Cache)",Windows 10 Home,35.56 cm / 14 inches,"1,366 x 768 pixels",DDR4,Intel®,Pentium Silver,Intel,nein,null,null,null,"4 9 9 , -"
918,M_918,APPLE,APPLE MacBook Air mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6009, Silber,"APPLE MacBook Air mit britischer Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 512 GB SSD, HD Grafik 6009, Silber",2395016,0,1.8GHz Intel Dual Core i5 processor (Turbo Boost up to 2.9GHz),macOS Sierra,33.78 cm / 13.3 inches,1.8 GHz,LPDDR3,Hochglanz-Widescreendisplay,ja,Intel,ja,802.11 a/b/g/n/ac,ja,null,"1 5 9 9 , -"
919,M_919,APPLE,APPLE MacBook Pro with US keyboard, notebook with 13.3 inch display, Core i7 processor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, silver,"APPLE MacBook Pro with US keyboard, notebook with 13.3 inch display, Core i7 processor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, silver",2298466,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 8 5 9 , -"
920,M_920,APPLE,APPLE MPXU2D/A, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Grafik 640, Silber,"APPLE MPXU2D/A, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Grafik 640, Silber",2298328,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),OS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2359,-"
921,M_921,APPLE,APPLE MNYL2D, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Grafik 615, Gold,"APPLE MNYL2D, Notebook mit 12 Zoll Display, Core i7 Prozessor, 16 GB RAM, 512 GB Flash, HD Grafik 615, Gold",2295303,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",OS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 Typ-C, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"2219,-"
922,M_922,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Grey,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Space Grey",2294210,0,"2,5 GHz Dual-Core Intel Core i7 Prozessor (Turbo Boost bis zu 4,0 GHz)",macOS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2359,-"
923,M_923,APPLE,APPLE MacBook Pro MR962D/A-139875 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139875 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 1 TB SSD, Radeon Pro 555X, Silber",2458138,0,"2,2 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,1 GHz)",Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3519,-"
924,M_924,APPLE,APPLE MacBook Pro MR962D / A-139971 with US keyboard, notebook with 15.4 inch display, Core i7 processor,null, 2 TB SSD, Radeon Pro 560X, silver,"APPLE MacBook Pro MR962D / A-139971 with US keyboard, notebook with 15.4 inch display, Core i7 processor, 2 TB SSD, Radeon Pro 560X, silver",2458288,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5 0 7 9 , -"
925,M_925,ACER,ACER Aspire 7 (A715-71G-52KU), Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, NVIDIA® GeForce® GTX 1050Ti, Schwarz,"ACER Aspire 7 (A715-71G-52KU), Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 128 GB SSD, 1 TB HDD, NVIDIA® GeForce® GTX 1050Ti, Schwarz",2396866,0,Intel® Core ? i5-7300HQ processor (up to 3.50 GHz with Intel® Turbo Boost technology ...,Windows 10 Home (64 bit),39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,Intel®,Core ? i5,NVIDIA®,"1x USB 3.1 (Type-C Gen. 1), 1x USB 3.0 (unterstützt Power-Off USB Charging), 2x USB 2.0, 1x RJ-45, 1x Lautsprecher/Kopfhörer/Line-out (unterstützt Headsets mit integriertem Mikrofon), 1x HDMI (HDCP)","Intel® Dual Band Wireless-AC, 802.11 ac/a/b/g/n",4,381 mm x 23.95 mm x 262.8 mm / 2.35 kg,"9 9 9 , -"
926,M_926,APPLE,APPLE MacBook Pro MR932D/A-139814 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau,"APPLE MacBook Pro MR932D/A-139814 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 16 GB RAM, 512 GB SSD, Radeon Pro 555X, Space Grau",2458511,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),"SSD, 512 GB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 5 1 9 , -"
927,M_927,HP,HP 15-da0326ng, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 2 TB HDD, Intel® UHD Grafik 620, Schwarz,"HP 15-da0326ng, Notebook mit 15.6 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 2 TB HDD, Intel® UHD Grafik 620, Schwarz",2481767,0,Intel® Core ? i5-8250U processor (up to 3.40 GHz with Intel® Turbo Boost technology ...,Windows 10 Home,39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,Intel®,Core? i5,Intel,DVD Brenner,null,null,null,"5 9 9 , -"
928,M_928,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 512 GB SSD, Iris Plus Graphics 640, Silber",2298337,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 2 3 9 , -"
929,M_929,APPLE,APPLE MNYF2D, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Grafik 615, Space Grey,"APPLE MNYF2D, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Grafik 615, Space Grey",2295995,0,1.4GHz Intel Dual-Core Core i7 processor (Turbo Boost up to 3.6GHz),OS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 Typ-C, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 7 9 9 , -"
930,M_930,HP,HP 14-bf000ng, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 256 GB SSD, GeForce 940MX, Silber,"HP 14-bf000ng, Notebook mit 14 Zoll Display, Core? i5 Prozessor, 8 GB RAM, 1 TB HDD, 256 GB SSD, GeForce 940MX, Silber",2479253,1,Intel® Core ? i5-7200U processor (up to 3.10 GHz with Intel® Turbo Boost technology ...,Windows 10 Home,35.56 cm / 14 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i5,NVIDIA,nein,null,null,null,"6 9 9 , -"
931,M_931,APPLE,APPLE MNYK2D, Notebook mit 12 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB Flash, HD Grafik 615, Gold,"APPLE MNYK2D, Notebook mit 12 Zoll Display, Core i5 Prozessor, 8 GB RAM, 256 GB Flash, HD Grafik 615, Gold",2295593,0,1.3GHz Intel Dual Core i5 processor (Turbo Boost up to 3.2GHz),OS Sierra,30.5 cm / 12 inches,"2,304 x 1,440 pixels",LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 Typ-C, 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1 6 1 9 , -"
932,M_932,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Silber",2297915,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 1 0 9 , -"
